customer_id,interaction_count,segment
320508,1,cold_start
320601,1,cold_start
321009,1,cold_start
321167,1,cold_start
321334,1,cold_start
321361,1,cold_start
321947,1,cold_start
322579,1,cold_start
322811,1,cold_start
323054,2,regular
323075,1,cold_start
323441,1,cold_start
323593,1,cold_start
323605,1,cold_start
324157,1,cold_start
324256,1,cold_start
324758,1,cold_start
324804,1,cold_start
325016,1,cold_start
325051,1,cold_start
325538,2,regular
325648,1,cold_start
325977,1,cold_start
326577,1,cold_start
326717,1,cold_start
326860,1,cold_start
327155,2,regular
327270,1,cold_start
327696,3,regular
327781,1,cold_start
328019,9,power
